ThetaDeg;N;SkinDepth;IdealBcErrorPct;SkinBcErrorPct;BcAbsDiffPct;IdealEnergyTotalPct;SkinEnergyTotalPct;EnergyTotalAbsDiffPct;IdealReflectedPct;SkinReflectedPct;ReflectedAbsDiffPct;IdealTransmittedPct;SkinTransmittedPct;AbsorbedSkinPct
10;5;0.10000000000000001;2.2671849983974002;10.905296693329508;8.6381116949321068;81428.285990881399;107.90005754436278;81320.385933337035;81428.285990881399;107.31818287544741;81320.967808005953;0;0;0.5818746689153762
10;5;0.01;2.2671849983974002;6.4837986466721755;4.2166136482747749;81428.285990881399;4731.9500395185041;76696.335951362897;81428.285990881399;4729.9193101822302;76698.366680699168;0;0;2.0307293362734327
10;5;0.001;2.2671849983974002;3.0367387489446243;0.76955375054722397;81428.285990881399;66298.234822476792;15130.051168404607;81428.285990881399;66297.95083398711;15130.335156894289;0;0;0.28398848967253149
10;10;0.10000000000000001;0.00049687364282853107;0.40087894580099115;0.40038207215816257;82179.535556070623;100;82079.535556070623;82179.535556070623;88.121818847159346;82091.413737223469;0;11.311305557942445;0.56687559489820805
10;10;0.01;0.00049687364282853107;0.39542761884642719;0.39493074520359861;82179.535556070623;9394.3186119177717;72785.216944152853;82179.535556070623;9392.3309498280742;72787.204606242551;0;0;1.9876620896975585
10;10;0.001;0.00049687364282853107;0.22879126382695145;0.22829439018412293;82179.535556070623;54577.786882513086;27601.748673557537;82179.535556070623;54577.51099142056;27602.024564650063;0;0;0.27589109252740301
10;20;0.10000000000000001;1.9802398201966787E-05;0.067230055128053495;0.067210252729851525;56625.995646497337;100;56525.995646497337;56625.995646497337;90.747442337987025;56535.248204159347;0;8.6849345451067297;0.56762311690624689
10;20;0.01;1.9802398201966787E-05;0.060399021058150135;0.060379218659948164;56625.995646497337;10966.811040147593;45659.184606349743;56625.995646497337;10964.804160745998;45661.19148575134;0;0;2.0068794015942979
10;20;0.001;1.9802398201966787E-05;0.03595347553594079;0.03593367313773882;56625.995646497337;36807.016856399889;19818.978790097448;56625.995646497337;36806.722564941017;19819.273081556319;0;0;0.29429145886693292
10;30;0.10000000000000001;7.368124472207316E-06;0.020963169748452901;0.020955801623980693;12395.092061593095;219.59106094943488;12175.501000643661;12395.092061593095;219.02321767570948;12176.068843917386;0;0;0.5678432737253899
10;30;0.01;7.368124472207316E-06;0.018354518085211088;0.018347149960738877;12395.092061593095;32474.761360127279;20079.669298534183;12395.092061593095;32472.749108943652;20077.657047350556;0;0;2.0122511836327801
10;30;0.001;7.368124472207316E-06;0.0091627942586503617;0.0091554261341781525;12395.092061593095;40400.853883456002;28005.761821862907;12395.092061593095;40400.552577160437;28005.460515567342;0;0;0.30130629557172134
10;60;0.10000000000000001;8.0084294106000089E-07;0.0026328451125178683;0.0026320442695768084;54130.539639707946;255.88832233364883;53874.651317374301;54130.539639707946;255.32043914974418;53875.219200558204;0;0;0.56788318390463799
10;60;0.01;8.0084294106000089E-07;0.0022449331838408412;0.0022441323408997813;54130.539639707946;33275.390401827564;20855.149237880381;54130.539639707946;33273.376962633083;20857.162677074863;0;0;2.0134391944731549
10;60;0.001;8.0084294106000089E-07;0.000910127697464059;0.00090932685452299892;54130.539639707946;44699.40671322502;9431.1329264829255;54130.539639707946;44699.103929760626;9431.43570994732;0;0;0.30278346439884074
