ThetaDeg;N;SkinDepth;SolveResult;BcErrorPct;HelmholtzResidual;Incident;ReflectedPct;TransmittedPct;AbsorbedPct;EnergyTotalPct;EnergyBalanceErrorPct;TransmittedThroughStrip;SolveTimeMs;MetricsTimeMs;ErrorMessage
10;5;0;1;2.2671849983974002;0.00035231944097139804;111.37913287421128;81428.285990881399;0;0;81428.285990881399;81328.285990881399;0.00037904205776991923;12;164;
10;5;0.10000000000000001;1;10.905296693329508;0.00032371598193185351;111.37913287421128;107.31818287544741;0;0.5818746689153762;107.90005754436278;7.9000575443627818;-0.72749160761830345;1;156;
10;5;0.01;1;6.4837986466721755;0.00036544394006264667;111.37913287421128;4729.9193101822302;0;2.0307293362734327;4731.9500395185041;4631.9500395185041;-3.1074379202697067;1;154;
10;5;0.001;1;3.0367387489446243;0.00035377136482078156;111.37913287421128;66297.95083398711;0;0.28398848967253149;66298.234822476792;66198.234822476792;-0.38901594684907403;1;153;
10;10;0;1;0.00049687364282853107;0.00035144242279614807;111.37913287421128;82179.535556070623;0;0;82179.535556070623;82079.535556070623;1.2874026630793437E-05;4;184;
10;10;0.10000000000000001;1;0.40087894580099115;0.00032298045623105174;111.37913287421128;88.121818847159346;11.311305557942445;0.56687559489820805;100;0;-0.72424339367077328;4;182;
10;10;0.01;1;0.39542761884642719;0.00036209499322871019;111.37913287421128;9392.3309498280742;0;1.9876620896975585;9394.3186119177717;9294.3186119177717;-3.1251569745010488;4;177;
10;10;0.001;1;0.22879126382695145;0.00035359750621155161;111.37913287421128;54577.51099142056;0;0.27589109252740301;54577.786882513086;54477.786882513086;-0.42008890396886178;4;173;
10;20;0;1;1.9802398201966787E-05;0.00031722676256451873;111.37913287421128;56625.995646497337;0;0;56625.995646497337;56525.995646497337;1.3209893398735172E-06;33;622;
10;20;0.10000000000000001;1;0.067230055128053495;0.0003098012057146986;111.37913287421128;90.747442337987025;8.6849345451067297;0.56762311690624689;100;0;-0.72544341055751016;36;638;
10;20;0.01;1;0.060399021058150135;0.00031909627197000673;111.37913287421128;10964.804160745998;0;2.0068794015942979;10966.811040147593;10866.811040147593;-3.1422571110343238;34;615;
10;20;0.001;1;0.03595347553594079;0.00031938679107738633;111.37913287421128;36806.722564941017;0;0.29429145886693292;36807.016856399889;36707.016856399889;-0.43580547669897735;35;607;
10;30;0;1;7.368124472207316E-06;0.00031810550255167844;111.37913287421128;12395.092061593095;0;0;12395.092061593095;12295.092061593095;3.8242843966113597E-07;131;1489;
10;30;0.10000000000000001;1;0.020963169748452901;0.00031430625316908057;111.37913287421128;219.02321767570948;0;0.5678432737253899;219.59106094943488;119.59106094943486;-0.72584112137114398;126;1503;
10;30;0.01;1;0.018354518085211088;0.00032882268660896173;111.37913287421128;32472.749108943652;0;2.0122511836327801;32474.761360127279;32374.761360127286;-3.1466057239388956;114;1433;
10;30;0.001;1;0.0091627942586503617;0.00032439692506389394;111.37913287421128;40400.552577160437;0;0.30130629557172134;40400.853883456002;40300.853883456002;-0.44045618580377044;114;1429;
10;60;0;1;8.0084294106000089E-07;0.00030653892923910122;111.37913287421128;54130.539639707946;0;0;54130.539639707946;54030.539639707946;5.0106248041678533E-08;926;8461;
10;60;0.10000000000000001;1;0.0026328451125178683;0.0003081623824750911;111.37913287421128;255.32043914974418;0;0.56788318390463799;255.88832233364883;155.8883223336488;-0.72587109976050834;1392;9729;
10;60;0.01;1;0.0022449331838408412;0.00031087486140793434;111.37913287421128;33273.376962633083;0;2.0134391944731549;33275.390401827564;33175.390401827564;-3.1479545486086495;1712;10144;
10;60;0.001;1;0.000910127697464059;0.00031048363921683367;111.37913287421128;44699.103929760626;0;0.30278346439884074;44699.40671322502;44599.406713225027;-0.44214082625515444;951;9055;
