ThetaDeg;N;SkinDepth;SolveResult;BcErrorPct;HelmholtzResidual;Incident;ReflectedPct;TransmittedPct;AbsorbedPct;EnergyTotalPct;EnergyBalanceErrorPct;TransmittedThroughStrip;SolveTimeMs;MetricsTimeMs;ErrorMessage
90;5;0;1;0.37593159040017921;0.00044673779540474993;6.9249857844739739E-15;NaN;NaN;NaN;NaN;NaN;-0.0010972277587815915;1;139;
90;5;0.10000000000000001;1;7.389649087400131;0.00032661896021606501;6.9249857844739739E-15;NaN;NaN;NaN;NaN;NaN;-0.35733080994169375;1;139;
90;5;0.01;1;1.8362155797289657;0.00043104739765234264;6.9249857844739739E-15;NaN;NaN;NaN;NaN;NaN;-9.3751814281964396;1;131;
90;5;0.001;1;0.77181136463268873;0.00044879596905645974;6.9249857844739739E-15;NaN;NaN;NaN;NaN;NaN;-1.0192154844052401;1;145;
90;10;0;1;0.00043850711946616557;0.00044733996466722912;6.9249857844739739E-15;NaN;NaN;NaN;NaN;NaN;7.4980655050972724E-05;4;166;
90;10;0.10000000000000001;1;2.7702874559920638;0.00032598271004187572;6.9249857844739739E-15;NaN;NaN;NaN;NaN;NaN;-0.34588651637682277;4;170;
90;10;0.01;1;0.58692424357865813;0.00042774303847731992;6.9249857844739739E-15;NaN;NaN;NaN;NaN;NaN;-9.2966117746058927;4;165;
90;10;0.001;1;0.34655923880097217;0.00045053841181600388;6.9249857844739739E-15;NaN;NaN;NaN;NaN;NaN;-1.0563202050612233;3;173;
90;20;0;1;4.9533002127137125E-05;0.00033333175126680091;6.9249857844739739E-15;NaN;NaN;NaN;NaN;NaN;9.3801787057135589E-06;31;561;
90;20;0.10000000000000001;1;0.44961036086062051;0.00031873624096422114;6.9249857844739739E-15;NaN;NaN;NaN;NaN;NaN;-0.34568103329161631;33;587;
90;20;0.01;1;0.08865833770628602;0.00032255945908002366;6.9249857844739739E-15;NaN;NaN;NaN;NaN;NaN;-9.2980233342506775;33;574;
90;20;0.001;1;0.053165425792802777;0.00032648676050399048;6.9249857844739739E-15;NaN;NaN;NaN;NaN;NaN;-1.0770602894865193;31;567;
90;30;0;1;1.8587325922959414E-05;0.00031546522608382464;6.9249857844739739E-15;NaN;NaN;NaN;NaN;NaN;2.708847273068813E-06;114;1458;
90;30;0.10000000000000001;1;0.1401366220202096;0.00031563762997786817;6.9249857844739739E-15;NaN;NaN;NaN;NaN;NaN;-0.3458908941339347;132;1438;
90;30;0.01;1;0.026950379617053058;0.00035665302815252286;6.9249857844739739E-15;NaN;NaN;NaN;NaN;NaN;-9.3008920943493951;116;1434;
90;30;0.001;1;0.013518348348640016;0.00032975474503327019;6.9249857844739739E-15;NaN;NaN;NaN;NaN;NaN;-1.0835560761363596;106;1420;
90;60;0;1;1.9829879825878304E-06;0.00029998917091916951;6.9249857844739739E-15;NaN;NaN;NaN;NaN;NaN;3.4668010821991294E-07;1023;8388;
90;60;0.10000000000000001;1;0.017607559223689302;0.0003189581188341445;6.9249857844739739E-15;NaN;NaN;NaN;NaN;NaN;-0.34592062656354688;1175;8930;
90;60;0.01;1;0.0033076838147703164;0.00031027954510936238;6.9249857844739739E-15;NaN;NaN;NaN;NaN;NaN;-9.3000067418192618;1416;9792;
90;60;0.001;1;0.0013426904778172689;0.00029701041124147951;6.9249857844739739E-15;NaN;NaN;NaN;NaN;NaN;-1.0860808087146443;1185;8781;
